brand,model,year,damage_class,severity,price_tnd
Toyota,RAV4,2023,sidemirror-damage,severe,349.16
Ford,Kuga,2019,quarterpanel-dent,light,469.3
Ford,Fiesta,2018,bonnet-dent,severe,1372.14
Ford,Fiesta,2018,pillar-dent,severe,914.76
Audi,A3,2025,quarterpanel-dent,light,627.03
Audi,A3,2023,signlight-damage,moderate,248.29
Mercedes,Classe C,2019,front-bumper-dent,severe,2051.16
Ford,Fiesta,2016,quarterpanel-dent,light,488.42
Kia,Rio,2024,signlight-damage,severe,229.43
Hyundai,Tucson,2022,signlight-damage,light,94.45
Hyundai,Tucson,2021,bonnet-dent,moderate,798.19
Volkswagen,Tiguan,2023,taillight-damage,light,170.7
Volkswagen,Tiguan,2020,taillight-damage,moderate,296.75
Volkswagen,Tiguan,2019,quarterpanel-dent,severe,1173.26
Hyundai,i30,2023,signlight-damage,severe,232.77
Volkswagen,Polo,2017,doorouter-dent,severe,1297.82
Kia,Sportage,2022,pillar-dent,moderate,524.7
Mercedes,Classe C,2016,sidemirror-damage,severe,768.49
BMW,X5,2023,fender-dent,moderate,1024.2
Hyundai,i20,2019,pillar-dent,severe,820.46
Volkswagen,Tiguan,2020,headlight-damage,light,213.66
Ford,Kuga,2025,taillight-damage,light,165.8
Toyota,RAV4,2024,taillight-damage,severe,382.39
Audi,A3,2017,front-bumper-dent,moderate,1123.65
Hyundai,i20,2026,roof-dent,light,519.75
Toyota,RAV4,2018,front-bumper-dent,severe,1039.5
Hyundai,i30,2026,taillight-damage,moderate,247.5
Peugeot,308,2026,front-windscreen-damage,light,240.57
Ford,Focus,2024,quarterpanel-dent,severe,1093.63
Toyota,Corolla,2022,runningboard-dent,light,236.12
Toyota,Yaris,2023,headlight-damage,severe,465.55
Volkswagen,Golf,2016,sidemirror-damage,severe,422.67
Ford,Focus,2021,sidemirror-damage,moderate,263.4
Kia,Ceed,2023,runningboard-dent,light,232.77
Kia,Sportage,2020,taillight-damage,light,161.87
Peugeot,208,2023,fender-dent,moderate,512.1
Mercedes,Classe A,2021,roof-dent,moderate,1862.44
Ford,Kuga,2019,headlight-damage,severe,541.51
Renault,Megane,2024,signlight-damage,light,87.18
Renault,Captur,2017,headlight-damage,light,192.14
Hyundai,i30,2019,front-windscreen-damage,moderate,492.28
Renault,Clio,2023,roof-dent,moderate,859.97
Peugeot,308,2025,quarterpanel-dent,severe,881.76
Toyota,Yaris,2026,signlight-damage,severe,222.75
Audi,A3,2026,rear-windscreen-damage,moderate,633.6
Volkswagen,Golf,2022,fender-dent,severe,952.33
Volkswagen,Tiguan,2017,fender-dent,moderate,679.81
Peugeot,3008,2019,taillight-damage,light,147.68
Hyundai,i20,2023,quarterpanel-dent,severe,1008.69
Peugeot,308,2024,runningboard-dent,moderate,344.15
Kia,Ceed,2019,roof-dent,light,574.32
Ford,Focus,2024,rear-bumper-dent,severe,1009.5
Peugeot,208,2025,rear-windscreen-damage,light,217.05
Kia,Ceed,2019,doorouter-dent,severe,1148.65
Mercedes,Classe A,2021,pillar-dent,severe,1596.38
Hyundai,i20,2026,taillight-damage,severe,371.25
Ford,Fiesta,2017,runningboard-dent,severe,695.26
Hyundai,i20,2023,headlight-damage,severe,465.55
Renault,Megane,2025,front-windscreen-damage,severe,644.36
Hyundai,Tucson,2020,quarterpanel-dent,light,420.85
Renault,Megane,2016,quarterpanel-dent,light,421.81
Ford,Focus,2016,front-bumper-dent,moderate,782.72
BMW,X3,2016,runningboard-dent,light,461.09
Hyundai,i20,2020,front-bumper-dent,light,404.66
Mercedes,GLC,2026,front-bumper-dent,moderate,1237.5
Renault,Megane,2022,front-bumper-dent,light,373.85
Kia,Rio,2026,pillar-dent,moderate,495.0
BMW,Serie 3,2024,front-bumper-dent,severe,1720.74
Mercedes,GLC,2019,pillar-dent,light,656.37
Toyota,Yaris,2023,fender-dent,severe,853.5
Kia,Sportage,2024,front-bumper-dent,light,382.39
Audi,A4,2021,headlight-damage,moderate,510.84
Audi,Q5,2017,front-windscreen-damage,severe,1213.54
Renault,Captur,2016,taillight-damage,light,162.24
BMW,Serie 3,2025,front-windscreen-damage,moderate,813.93
Ford,Kuga,2016,taillight-damage,severe,469.63
Toyota,Yaris,2023,taillight-damage,severe,387.96
Audi,A3,2018,bonnet-dent,moderate,1330.56
Audi,Q5,2025,signlight-damage,severe,361.75
Ford,Kuga,2021,taillight-damage,moderate,292.67
Mercedes,GLC,2024,taillight-damage,moderate,509.85
Volkswagen,Polo,2016,bonnet-dent,severe,1408.89
Mercedes,GLC,2026,front-bumper-dent,severe,1856.25
Hyundai,i20,2021,fender-dent,severe,878.01
Renault,Captur,2021,quarterpanel-dent,moderate,657.17
Renault,Clio,2020,front-bumper-dent,light,384.43
Kia,Sportage,2019,pillar-dent,light,328.19
Volkswagen,Tiguan,2018,roof-dent,moderate,1067.22
Toyota,RAV4,2022,front-bumper-dent,severe,983.81
Kia,Rio,2022,taillight-damage,moderate,262.35
Audi,A4,2026,rear-windscreen-damage,moderate,633.6
Peugeot,208,2024,quarterpanel-dent,light,357.91
Toyota,Yaris,2022,fender-dent,severe,865.75
Ford,Focus,2017,taillight-damage,severe,463.51
Kia,Rio,2023,taillight-damage,moderate,258.64
Volkswagen,Golf,2019,runningboard-dent,light,270.75
BMW,X3,2023,runningboard-dent,light,418.99
Ford,Kuga,2019,front-bumper-dent,light,451.25
Kia,Sportage,2020,front-bumper-dent,moderate,674.44
Kia,Ceed,2021,sidemirror-damage,moderate,239.46
Peugeot,3008,2023,rear-bumper-dent,light,335.19
Hyundai,i30,2019,signlight-damage,moderate,164.09
Renault,Clio,2025,pillar-dent,light,286.38
Mercedes,Classe A,2020,bonnet-dent,severe,2427.98
Ford,Kuga,2022,sidemirror-damage,light,155.84
Audi,A4,2019,front-bumper-dent,severe,1640.93
Audi,A4,2024,fender-dent,severe,1346.0
Peugeot,308,2023,quarterpanel-dent,severe,907.82
Hyundai,i30,2018,quarterpanel-dent,moderate,720.72
Mercedes,Classe A,2024,rear-bumper-dent,light,734.18
Kia,Ceed,2016,bonnet-dent,light,512.32
BMW,X3,2016,roof-dent,light,1075.88
Renault,Clio,2026,taillight-damage,light,141.07
Mercedes,Classe A,2019,bonnet-dent,moderate,1640.93
Peugeot,208,2025,fender-dent,severe,746.1
Ford,Fiesta,2026,rear-bumper-dent,light,392.04
Toyota,RAV4,2024,front-bumper-dent,light,382.39
Toyota,RAV4,2020,bonnet-dent,moderate,809.32
Toyota,RAV4,2026,front-bumper-dent,light,371.25
BMW,Serie 3,2024,headlight-damage,light,330.38
Audi,Q5,2024,sidemirror-damage,moderate,367.09
Volkswagen,Polo,2017,signlight-damage,moderate,185.4
Hyundai,Tucson,2019,quarterpanel-dent,light,426.64
Volkswagen,Tiguan,2017,fender-dent,severe,1019.71
Toyota,Corolla,2022,front-bumper-dent,moderate,655.88
Kia,Sportage,2016,fender-dent,light,375.7
Mercedes,Classe A,2023,pillar-dent,moderate,1034.55
Peugeot,3008,2017,runningboard-dent,severe,568.85
Toyota,Corolla,2019,runningboard-dent,severe,615.35
Ford,Fiesta,2020,front-windscreen-damage,light,320.49
Volkswagen,Tiguan,2025,fender-dent,light,364.76
Mercedes,Classe C,2016,taillight-damage,severe,853.88
Mercedes,GLC,2022,runningboard-dent,light,472.23
Volkswagen,Golf,2025,taillight-damage,severe,414.5
Renault,Captur,2024,signlight-damage,moderate,145.31
Mercedes,GLC,2017,bonnet-dent,severe,2528.21
Peugeot,208,2017,front-bumper-dent,light,379.23
BMW,X5,2025,roof-dent,severe,2373.96
Ford,Fiesta,2021,front-windscreen-damage,severe,790.21
Volkswagen,Polo,2023,taillight-damage,moderate,284.5
Kia,Sportage,2022,headlight-damage,severe,472.23
Ford,Kuga,2022,rear-windscreen-damage,severe,692.6
Volkswagen,Golf,2017,rear-windscreen-damage,moderate,494.41
Mercedes,Classe C,2026,headlight-damage,severe,891.0
Renault,Megane,2021,rear-windscreen-damage,light,242.65
Toyota,Yaris,2023,signlight-damage,moderate,155.18
BMW,Serie 3,2017,headlight-damage,moderate,606.77
Hyundai,Tucson,2024,bonnet-dent,moderate,764.77
BMW,Serie 3,2017,signlight-damage,severe,455.08
BMW,X3,2025,roof-dent,moderate,1582.64
Renault,Clio,2020,front-bumper-dent,moderate,640.72
BMW,X3,2024,runningboard-dent,light,412.98
Ford,Kuga,2018,fender-dent,moderate,670.82
Mercedes,Classe A,2020,sidemirror-damage,moderate,485.6
Hyundai,i20,2017,headlight-damage,moderate,337.09
Volkswagen,Polo,2020,rear-bumper-dent,light,427.32
Peugeot,308,2019,quarterpanel-dent,severe,959.94
Hyundai,Tucson,2025,taillight-damage,moderate,251.21
BMW,Serie 3,2020,front-windscreen-damage,moderate,874.07
Peugeot,3008,2022,roof-dent,moderate,826.4
Hyundai,i30,2022,pillar-dent,severe,787.05
Ford,Focus,2020,signlight-damage,severe,267.08
Audi,A4,2021,headlight-damage,moderate,510.84
Peugeot,308,2026,rear-bumper-dent,severe,801.9
Audi,A4,2022,sidemirror-damage,moderate,377.78
Peugeot,208,2025,taillight-damage,severe,339.14
Kia,Rio,2026,roof-dent,severe,1299.38
Toyota,RAV4,2023,quarterpanel-dent,light,403.47
Hyundai,i30,2017,pillar-dent,moderate,561.82
Hyundai,i20,2026,sidemirror-damage,light,133.65
Volkswagen,Tiguan,2018,quarterpanel-dent,moderate,792.79
Renault,Clio,2023,doorouter-dent,moderate,687.98
Ford,Fiesta,2024,bonnet-dent,severe,1261.88
Renault,Captur,2016,roof-dent,moderate,946.38
Kia,Ceed,2026,runningboard-dent,light,222.75
BMW,Serie 3,2026,fender-dent,moderate,980.1
Mercedes,GLC,2025,front-windscreen-damage,severe,1356.55
Renault,Megane,2022,rear-windscreen-damage,light,239.26
BMW,X5,2019,bonnet-dent,severe,2215.25
Kia,Ceed,2025,quarterpanel-dent,severe,979.73
Audi,A4,2021,front-bumper-dent,moderate,1064.25
Ford,Kuga,2024,headlight-damage,moderate,336.5
Toyota,Yaris,2017,sidemirror-damage,moderate,252.82
BMW,Serie 3,2018,signlight-damage,moderate,299.38
Peugeot,308,2019,bonnet-dent,moderate,738.42
Peugeot,308,2017,rear-bumper-dent,severe,910.16
Hyundai,i30,2017,sidemirror-damage,light,151.69
BMW,Serie 3,2021,fender-dent,light,632.16
Mercedes,GLC,2019,bonnet-dent,light,984.56
Kia,Rio,2021,bonnet-dent,moderate,798.19
Hyundai,i20,2022,fender-dent,light,346.3
Mercedes,GLC,2026,front-bumper-dent,moderate,1237.5
Toyota,RAV4,2025,runningboard-dent,light,226.09
Hyundai,Tucson,2022,front-bumper-dent,light,393.52
Audi,A3,2020,roof-dent,severe,2266.11
BMW,X3,2017,roof-dent,severe,2654.62
Mercedes,Classe C,2021,taillight-damage,moderate,532.12
BMW,X5,2026,pillar-dent,moderate,891.0
Kia,Ceed,2021,doorouter-dent,moderate,744.97
Ford,Fiesta,2025,rear-windscreen-damage,moderate,442.13
Peugeot,308,2025,headlight-damage,severe,406.96
Volkswagen,Tiguan,2025,rear-windscreen-damage,severe,663.2
Mercedes,Classe C,2017,taillight-damage,moderate,561.82
BMW,Serie 3,2021,quarterpanel-dent,light,747.1
Kia,Sportage,2022,doorouter-dent,light,440.75
Ford,Fiesta,2022,headlight-damage,moderate,346.3
Kia,Ceed,2026,runningboard-dent,light,222.75
Kia,Rio,2023,sidemirror-damage,light,139.66
Mercedes,Classe C,2023,doorouter-dent,light,869.02
Peugeot,208,2023,headlight-damage,light,167.6
Renault,Captur,2024,fender-dent,moderate,532.79
Renault,Captur,2023,front-bumper-dent,severe,921.4
Hyundai,i30,2018,rear-windscreen-damage,severe,665.28
Toyota,Corolla,2020,front-windscreen-damage,moderate,485.6
Audi,Q5,2020,headlight-damage,moderate,517.97
Ford,Kuga,2023,bonnet-dent,severe,1280.26
BMW,X3,2017,sidemirror-damage,severe,682.62
Peugeot,3008,2016,roof-dent,severe,1344.85
Hyundai,Tucson,2019,front-bumper-dent,light,410.23
Audi,A4,2016,rear-bumper-dent,moderate,1092.96
Peugeot,208,2023,pillar-dent,light,279.33
Audi,A3,2025,quarterpanel-dent,moderate,1045.04
Ford,Kuga,2022,headlight-damage,severe,519.45
Mercedes,Classe A,2019,roof-dent,light,1148.65
Ford,Fiesta,2024,sidemirror-damage,severe,378.56
Kia,Rio,2021,quarterpanel-dent,moderate,691.76
Volkswagen,Tiguan,2020,pillar-dent,severe,890.26
BMW,Serie 3,2022,runningboard-dent,light,425.01
Volkswagen,Tiguan,2018,quarterpanel-dent,light,475.68
Audi,A3,2021,pillar-dent,light,510.84
Renault,Megane,2018,doorouter-dent,severe,1106.03
Volkswagen,Tiguan,2022,front-bumper-dent,moderate,721.46
BMW,X3,2017,front-bumper-dent,severe,1896.16
Volkswagen,Tiguan,2021,rear-bumper-dent,moderate,702.4
Peugeot,3008,2016,pillar-dent,severe,768.49
BMW,X3,2023,fender-dent,severe,1536.31
Peugeot,208,2024,front-bumper-dent,light,344.15
Renault,Clio,2023,sidemirror-damage,moderate,221.14
Volkswagen,Polo,2024,doorouter-dent,light,471.1
Ford,Fiesta,2021,runningboard-dent,severe,658.5
Toyota,Corolla,2017,fender-dent,moderate,618.01
Toyota,Corolla,2018,rear-bumper-dent,moderate,665.28
Toyota,Yaris,2019,quarterpanel-dent,light,426.64
Volkswagen,Golf,2020,rear-windscreen-damage,severe,712.21
Peugeot,308,2017,signlight-damage,severe,227.54
Mercedes,Classe A,2022,fender-dent,moderate,1154.34
Audi,A4,2026,rear-windscreen-damage,severe,950.4
BMW,Serie 3,2019,rear-bumper-dent,light,708.88
Mercedes,GLC,2019,bonnet-dent,severe,2461.39
Hyundai,i20,2016,quarterpanel-dent,moderate,740.02
BMW,X5,2018,rear-bumper-dent,light,718.5
Audi,A4,2017,quarterpanel-dent,light,701.16
BMW,X5,2021,runningboard-dent,moderate,718.37
Mercedes,Classe C,2018,fender-dent,severe,1829.52
Mercedes,Classe A,2024,doorouter-dent,light,856.55
Ford,Kuga,2018,rear-bumper-dent,moderate,731.81
Audi,Q5,2018,runningboard-dent,moderate,665.28
Ford,Kuga,2023,pillar-dent,light,341.4
BMW,Serie 3,2018,roof-dent,light,1047.82
Ford,Kuga,2022,signlight-damage,moderate,173.15
Peugeot,208,2019,sidemirror-damage,severe,332.29
BMW,Serie 3,2024,doorouter-dent,severe,1927.23
Ford,Fiesta,2016,pillar-dent,severe,939.26
Volkswagen,Golf,2024,doorouter-dent,severe,1177.75
Audi,Q5,2022,sidemirror-damage,severe,566.68
Toyota,Corolla,2023,front-bumper-dent,light,387.96
Audi,A4,2026,doorouter-dent,light,665.28
Kia,Rio,2021,runningboard-dent,moderate,399.09
Mercedes,Classe C,2025,front-bumper-dent,moderate,1256.06
Kia,Ceed,2018,roof-dent,moderate,970.2
BMW,Serie 3,2025,rear-windscreen-damage,light,434.1
Volkswagen,Golf,2016,runningboard-dent,light,281.78
Renault,Captur,2020,fender-dent,severe,845.74
Kia,Sportage,2022,quarterpanel-dent,moderate,682.11
BMW,X3,2024,bonnet-dent,severe,2064.89
Mercedes,Classe C,2017,sidemirror-damage,light,303.39
Kia,Rio,2018,bonnet-dent,moderate,831.6
Renault,Captur,2026,roof-dent,severe,1234.41
BMW,X5,2022,quarterpanel-dent,light,736.68
Toyota,Corolla,2017,runningboard-dent,moderate,421.37
BMW,X5,2025,doorouter-dent,light,759.67
Volkswagen,Tiguan,2026,quarterpanel-dent,light,424.71
BMW,Serie 3,2018,quarterpanel-dent,light,778.38
Mercedes,Classe C,2021,bonnet-dent,severe,2394.56
Volkswagen,Golf,2021,headlight-damage,severe,526.8
Volkswagen,Tiguan,2017,roof-dent,light,648.91
Peugeot,308,2020,bonnet-dent,light,437.04
Volkswagen,Tiguan,2025,fender-dent,light,364.76
Hyundai,i30,2024,signlight-damage,light,91.77
Hyundai,Tucson,2018,signlight-damage,light,99.79
Volkswagen,Golf,2025,fender-dent,severe,911.9
BMW,Serie 3,2024,front-windscreen-damage,light,495.57
Toyota,Corolla,2016,rear-bumper-dent,moderate,683.1
Renault,Clio,2018,runningboard-dent,light,237.01
Kia,Ceed,2026,front-bumper-dent,light,371.25
Peugeot,208,2022,runningboard-dent,severe,531.26
Peugeot,308,2017,doorouter-dent,moderate,707.9
BMW,X3,2026,runningboard-dent,light,400.95
Mercedes,Classe A,2024,front-windscreen-damage,moderate,917.73
BMW,X5,2020,roof-dent,moderate,1699.58
Peugeot,208,2024,rear-bumper-dent,light,330.38
Peugeot,208,2020,doorouter-dent,moderate,679.83
Ford,Focus,2023,signlight-damage,severe,256.05
Hyundai,i20,2024,roof-dent,light,535.34
Mercedes,Classe A,2022,front-windscreen-damage,light,566.68
Kia,Sportage,2026,pillar-dent,severe,742.5
Toyota,Yaris,2016,roof-dent,severe,1494.28
Renault,Captur,2020,rear-windscreen-damage,light,246.03
Kia,Rio,2022,rear-bumper-dent,light,377.78
Mercedes,GLC,2020,rear-windscreen-damage,light,517.97
Audi,Q5,2022,quarterpanel-dent,moderate,1091.38
Hyundai,Tucson,2017,doorouter-dent,light,471.93
Kia,Rio,2026,pillar-dent,moderate,495.0
BMW,X3,2025,front-windscreen-damage,moderate,813.93
Mercedes,Classe A,2020,sidemirror-damage,moderate,485.6
Renault,Captur,2021,signlight-damage,moderate,151.66
Volkswagen,Golf,2017,taillight-damage,light,185.4
Ford,Focus,2018,rear-windscreen-damage,light,292.72
Hyundai,i30,2021,front-bumper-dent,light,399.09
Kia,Sportage,2019,rear-bumper-dent,moderate,656.37
Hyundai,i30,2017,rear-windscreen-damage,light,269.68
Volkswagen,Tiguan,2025,front-windscreen-damage,light,298.44
Peugeot,208,2017,quarterpanel-dent,light,394.4
Peugeot,308,2024,front-windscreen-damage,severe,619.47
Volkswagen,Polo,2018,front-windscreen-damage,moderate,548.86
Hyundai,Tucson,2024,taillight-damage,light,152.95
Hyundai,i20,2018,rear-windscreen-damage,light,266.11
Toyota,Corolla,2018,taillight-damage,moderate,277.2
Peugeot,3008,2026,fender-dent,light,294.03
Ford,Kuga,2020,runningboard-dent,light,267.08
Toyota,Corolla,2019,runningboard-dent,severe,615.35
Hyundai,i20,2017,runningboard-dent,moderate,421.37
BMW,Serie 3,2023,front-windscreen-damage,light,502.79
Ford,Fiesta,2022,rear-bumper-dent,light,415.56
Renault,Captur,2022,headlight-damage,moderate,299.08
Audi,A3,2020,sidemirror-damage,moderate,388.48
Mercedes,Classe A,2025,doorouter-dent,severe,2110.18
Audi,Q5,2020,rear-bumper-dent,moderate,1035.94
Kia,Sportage,2016,rear-windscreen-damage,moderate,455.4
Renault,Clio,2022,taillight-damage,severe,373.85
Kia,Rio,2026,roof-dent,severe,1299.38
Toyota,Yaris,2021,rear-bumper-dent,severe,957.82
Hyundai,i30,2025,bonnet-dent,moderate,753.64
Renault,Megane,2018,front-windscreen-damage,moderate,474.01
Ford,Focus,2016,runningboard-dent,moderate,469.63
Toyota,Yaris,2024,signlight-damage,severe,229.43
Audi,A3,2017,taillight-damage,severe,674.19
Audi,A4,2024,pillar-dent,severe,1223.64
Toyota,Corolla,2025,pillar-dent,moderate,502.42
Peugeot,208,2018,taillight-damage,severe,374.22
Peugeot,3008,2021,runningboard-dent,severe,538.78
Toyota,RAV4,2021,doorouter-dent,severe,1117.46
Mercedes,GLC,2019,pillar-dent,moderate,1093.95
Kia,Sportage,2018,rear-bumper-dent,light,399.17
BMW,Serie 3,2019,doorouter-dent,light,827.03
Toyota,RAV4,2023,front-windscreen-damage,moderate,465.55
Ford,Focus,2018,signlight-damage,severe,274.43
Mercedes,Classe C,2016,front-windscreen-damage,light,614.79
Ford,Kuga,2018,roof-dent,light,640.33
Kia,Sportage,2017,signlight-damage,severe,252.82
Renault,Captur,2017,signlight-damage,moderate,160.12
Peugeot,208,2018,quarterpanel-dent,moderate,648.65
Hyundai,Tucson,2021,headlight-damage,severe,478.91
Kia,Ceed,2025,roof-dent,moderate,879.24
Audi,Q5,2025,pillar-dent,light,482.33
Renault,Megane,2020,headlight-damage,light,184.53
Toyota,RAV4,2025,front-bumper-dent,severe,942.05
Toyota,Corolla,2025,signlight-damage,severe,226.09
Audi,Q5,2025,rear-windscreen-damage,moderate,643.1
Mercedes,Classe C,2017,taillight-damage,moderate,561.82
Peugeot,208,2026,runningboard-dent,light,200.48
Peugeot,308,2016,sidemirror-damage,light,138.33
Audi,Q5,2017,signlight-damage,moderate,269.68
BMW,X3,2016,front-windscreen-damage,moderate,922.18
Hyundai,Tucson,2022,headlight-damage,moderate,314.82
Hyundai,i30,2021,bonnet-dent,moderate,798.19
BMW,X5,2025,fender-dent,severe,1492.2
Audi,A3,2023,rear-windscreen-damage,light,397.27
Volkswagen,Golf,2021,sidemirror-damage,light,158.04
BMW,X5,2018,runningboard-dent,moderate,748.44
Mercedes,GLC,2017,bonnet-dent,light,1011.29
Peugeot,3008,2025,runningboard-dent,moderate,339.14
Toyota,Yaris,2026,headlight-damage,severe,445.5
Renault,Clio,2016,rear-windscreen-damage,moderate,432.63
Audi,A3,2022,quarterpanel-dent,severe,1637.06
Kia,Sportage,2026,sidemirror-damage,moderate,222.75
Audi,A3,2016,front-bumper-dent,severe,1707.75
Kia,Sportage,2018,front-windscreen-damage,moderate,498.96
Toyota,Yaris,2017,sidemirror-damage,severe,379.23
Ford,Fiesta,2019,rear-windscreen-damage,light,288.8
Audi,A3,2026,sidemirror-damage,light,213.84
Hyundai,i20,2020,roof-dent,moderate,944.21
Hyundai,i30,2026,sidemirror-damage,light,133.65
Kia,Sportage,2018,signlight-damage,moderate,166.32
Peugeot,208,2023,front-windscreen-damage,moderate,418.99
Hyundai,i30,2020,taillight-damage,moderate,269.78
Ford,Focus,2018,roof-dent,severe,1600.83
BMW,Serie 3,2026,signlight-damage,severe,400.95
Renault,Captur,2019,bonnet-dent,light,467.66
Renault,Captur,2022,bonnet-dent,severe,1121.55
Hyundai,Tucson,2019,rear-bumper-dent,moderate,656.37
BMW,X5,2016,bonnet-dent,severe,2305.46
Kia,Ceed,2026,doorouter-dent,light,415.8
BMW,X5,2018,headlight-damage,light,359.25
Audi,A3,2016,front-bumper-dent,light,683.1
Renault,Clio,2026,headlight-damage,severe,423.22
Volkswagen,Polo,2017,rear-windscreen-damage,moderate,494.41
Kia,Sportage,2024,signlight-damage,moderate,152.95
Kia,Sportage,2016,roof-dent,severe,1494.28
Ford,Kuga,2024,roof-dent,moderate,981.46
BMW,X5,2018,headlight-damage,severe,898.13
Ford,Kuga,2017,runningboard-dent,light,278.1
Ford,Focus,2020,pillar-dent,severe,890.26
Peugeot,308,2020,front-bumper-dent,severe,910.49
Hyundai,Tucson,2025,rear-bumper-dent,light,361.75
Mercedes,Classe C,2022,headlight-damage,severe,944.46
Ford,Kuga,2022,front-windscreen-damage,moderate,519.45
Peugeot,3008,2019,front-windscreen-damage,severe,664.57
Hyundai,i30,2021,front-windscreen-damage,moderate,478.91
Volkswagen,Polo,2020,pillar-dent,moderate,593.51
BMW,Serie 3,2018,sidemirror-damage,severe,673.6
Hyundai,i30,2020,quarterpanel-dent,moderate,701.41
Ford,Kuga,2017,taillight-damage,moderate,309.0
Audi,A4,2023,roof-dent,severe,2172.55
Peugeot,208,2024,roof-dent,light,481.81
